Structure Depth Age Ascl1 Bdnf Creb1 Cux2 Fez1 Hes1 Mef2c Myt1l Neurod1 Neurog1 Neurog2 Nog Olig2 Otx1 Otx2 Pax3 Pax5 Pax6 Pou3f2 Pou4f2 Prox13 Satb2 Sox10 Sox11 Sox12 Sox2 Sox3 Sox4 Sox5 Sox6 Sox7 Sox8 Sox9 Stat3
39 4 6 1.87604 0.571504 0.0825836 3.004 16.9392 0.0374864 0.58085 5.65344 0.720933 0.749553 0.306321 0.638323 2.41548 0.0464465 0.630158 0.0936702 0.0811493 0.145254 8.6358 0.155703 -1 0.0541761 8.027 0.0436572 2.81364 4.08255 0.381716 0.286652 2.32541 0.212992 0.0644218 5.1601 0.0148486 1.59607
39 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
40 4 0 7.05188 0.0759377 0.186505 4.89694 6.61647 0.623314 0.174765 0.228189 0.489019 3.46557 8.4831 0.570844 0.206146 0.125852 0.393744 8.20212 0.106681 0.874488 18.2688 0.0288488 -1 0.135489 0.890177 10.7993 2.95866 13.7963 5.22503 10.7432 0.378275 0.072221 0.108758 0.0237261 0.908619 0.479844
40 4 1 2.01417 0.0368478 0.250457 3.37507 11.4186 1.58451 0.071635 4.23313 0.612244 0.655178 0.98032 0.0214654 0.39156 0.120111 1.97081 0.548123 0.0964767 2.1364 9.87892 0.00663886 -1 0.0262003 0.0644218 0.810711 0.833575 11.9751 0.727723 3.44398 0.563883 0.352882 0.274734 0.421721 0.412056 0.175453
40 4 2 0.515515 0.216757 0.150147 1.61795 12.4499 0.165563 0.0862969 9.20711 0.377278 0.0411865 0.0947887 0.0169333 0.575825 0.0570949 3.79068 0.735754 0.0757429 3.39879 15.0593 0.0589776 -1 0.0389831 0.100095 0.32451 5.54075 1.34768 0.539962 3.28033 0.393696 0.0988024 0.0115174 0.41197 0.044618 0.335436
40 4 3 1.63901 0.924681 0.0189806 4.55406 10.4969 1.81592 0.13941 9.57589 0.819215 0.4293 1.25179 0.12884 3.19958 0.0226543 3.28487 0.168173 0.488032 3.19971 9.6377 0.0955613 -1 0.352669 2.58452 1.05463 2.20296 4.29916 0.0327924 0.014357 0.142627 0.432163 0.342588 1.2194 1.37348 0.259061
40 4 4 0.155954 0.215213 0.0411468 4.26179 20.0783 0.336555 0.369136 6.24657 1.80998 1.08751 3.10224 0.210722 5.45814 0.169744 1.27631 0.509256 0.652064 2.10235 14.6219 0.0995129 -1 1.79218 0.749906 0.0631197 6.26852 0.887488 0.530451 1.96084 4.64222 0.0757053 0.0230985 1.31214 0.100059 0.801003
40 4 5 1.95073 1.47934 0.276514 4.69508 15.6658 0.124182 0.185887 6.8365 0.848423 0.750857 0.590284 4.29758 7.13274 0.297757 0.481978 0.0185728 0.0348399 1.26068 11.7362 0.172634 -1 0.576881 8.37747 0.293221 1.32077 3.43697 -1 1.68144 1.76935 1.61491 1.5444 9.19107 0.0392258 1.6452
40 4 6 2.08615 0.886827 0.0919586 3.0204 16.9595 0.0545982 0.650443 6.16005 0.512451 0.859177 0.349286 0.598124 2.69695 0.059918 0.549994 0.135091 0.122188 0.104052 9.19998 0.164624 -1 0.0377937 7.95538 0.0634981 2.74842 4.20419 0.325192 0.30882 2.50938 0.191015 0.0557877 5.09682 0.0169691 1.61792
40 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
41 4 0 6.77261 0.0926514 0.181748 4.80975 6.23171 0.921376 0.375302 0.21753 1.69588 2.4755 3.73621 0.677603 0.20777 0.0600766 0.109555 4.72956 0.0953262 1.00524 15.4082 0.0298086 -1 0.116103 1.17656 10.0262 2.89042 9.67335 4.79183 11.05 0.506208 0.0534662 0.116831 0.0171083 2.52114 0.732717
41 4 1 1.98701 0.0279292 0.274765 2.956 12.9746 1.51525 0.0904861 4.84872 1.14139 0.420173 0.668408 0.0249451 0.335853 0.0619785 7.59156 0.704783 0.19776 2.48833 10.4019 0.011186 -1 0.0286764 0.0604531 0.826176 0.52121 13.9684 0.58094 2.97319 0.682849 0.535733 0.2581 0.331303 0.687948 0.154707
41 4 2 0.380611 0.174537 0.140068 1.27118 11.5205 0.161953 0.117305 8.81585 0.651404 0.105916 0.190706 0.0186279 0.9472 0.0415857 2.55411 1.00222 0.0543748 3.66067 14.643 0.0718749 -1 0.1571 0.0697604 0.298818 5.06544 1.16069 0.466849 2.99875 0.441053 0.0974256 0.00758114 0.436669 0.0345761 0.348341
41 4 3 2.37954 0.93137 0.023162 4.46438 11.6174 2.13776 0.294192 9.41336 0.586851 0.656801 1.53032 0.0834894 3.27581 0.0227834 1.98226 0.0800246 0.585944 2.75503 9.60443 0.103472 -1 0.416447 2.77846 1.39317 2.58167 5.01823 0.0255178 0.0143347 0.17406 0.622812 0.428028 1.53422 1.65893 0.328575
41 4 4 0.180503 0.1465 0.11417 3.83756 21.3429 0.464839 0.608765 6.13282 3.52623 1.11907 3.3176 0.205975 5.19279 0.179089 1.1363 0.553533 0.760252 2.30967 15.1441 0.141772 -1 1.67704 0.615891 0.079964 6.83697 0.991272 0.598802 2.12719 4.25639 0.111372 0.0236413 1.33739 0.236255 0.986798
41 4 5 1.8538 1.03899 0.249758 4.70558 15.078 0.127216 0.191652 7.20256 1.40909 1.12945 1.49374 4.33745 6.25529 0.414721 0.688807 0.0432434 0.0059347 1.49675 12.0034 0.164215 -1 0.606746 8.1126 0.366984 1.097 3.48318 -1 1.94635 1.73879 1.98243 1.43408 8.82036 0.038559 1.70747
41 4 6 2.7139 0.795189 0.0908917 2.96901 16.5659 0.0413847 0.801366 6.3612 0.528908 0.61919 0.354484 0.548416 2.96789 0.0721681 0.689768 0.0966104 0.145093 0.0942049 9.02266 0.126422 -1 0.054746 7.89488 0.0838501 2.40527 4.21526 0.265534 0.34403 2.36241 0.18422 0.0614676 5.16681 0.0183433 1.4657
41 4 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
